Temperature - (Celsius), Year, Statistics, Country, ISO3
23.518, 2014, Feb Average, Tanzania, United Republic of, TZA
23.3981, 2014, Mar Average, Tanzania, United Republic of, TZA
22.4674, 2014, Apr Average, Tanzania, United Republic of, TZA
23.1728, 2014, May Average, Tanzania, United Republic of, TZA
21.5055, 2014, Jun Average, Tanzania, United Republic of, TZA
21.4752, 2014, Jul Average, Tanzania, United Republic of, TZA
21.2949, 2014, Aug Average, Tanzania, United Republic of, TZA
23.1467, 2014, Sep Average, Tanzania, United Republic of, TZA
23.5525, 2014, Oct Average, Tanzania, United Republic of, TZA
24.3449, 2014, Nov Average, Tanzania, United Republic of, TZA
24.4296, 2014, Dec Average, Tanzania, United Republic of, TZA
23.556, 2015, Jan Average, Tanzania, United Republic of, TZA
23.7412, 2015, Feb Average, Tanzania, United Republic of, TZA
23.5217, 2015, Mar Average, Tanzania, United Republic of, TZA
22.6098, 2015, Apr Average, Tanzania, United Republic of, TZA
22.0059, 2015, May Average, Tanzania, United Republic of, TZA
21.4699, 2015, Jun Average, Tanzania, United Republic of, TZA
21.2889, 2015, Jul Average, Tanzania, United Republic of, TZA
22.075, 2015, Aug Average, Tanzania, United Republic of, TZA
23.659, 2015, Sep Average, Tanzania, United Republic of, TZA
24.8323, 2015, Oct Average, Tanzania, United Republic of, TZA
23.8834, 2015, Nov Average, Tanzania, United Republic of, TZA
24.3434, 2015, Dec Average, Tanzania, United Republic of, TZA
24.369, 2016, Jan Average, Tanzania, United Republic of, TZA
24.4467, 2016, Feb Average, Tanzania, United Republic of, TZA
24.5842, 2016, Mar Average, Tanzania, United Republic of, TZA
23.1199, 2016, Apr Average, Tanzania, United Republic of, TZA
22.273, 2016, May Average, Tanzania, United Republic of, TZA
21.3685, 2016, Jun Average, Tanzania, United Republic of, TZA
21.2569, 2016, Jul Average, Tanzania, United Republic of, TZA
21.7738, 2016, Aug Average, Tanzania, United Republic of, TZA
22.7673, 2016, Sep Average, Tanzania, United Republic of, TZA
24.1798, 2016, Oct Average, Tanzania, United Republic of, TZA
24.2878, 2016, Nov Average, Tanzania, United Republic of, TZA
24.457, 2016, Dec Average, Tanzania, United Republic of, TZA
